Strategy,Symbol,Trades,Wins,Losses,WinRate,TotalPnL%,AvgPnL%,MaxDD%,Sharpe,Best%,Worst%
BollingerRSIStrategy,DOGEUSDT,45,12,33,0.2667,-7.6138,-0.1733,11.1974,-0.2422,1.0000,-0.6000
BollingerRSIStrategy,DOGEUSDT,45,12,33,0.2667,-7.6138,-0.1733,11.1974,-0.2422,1.0000,-0.6000
BollingerRSIStrategy,BTCUSDT,32,16,16,0.5000,-7.8048,-0.2500,8.4374,-0.2895,0.6000,-1.1000
BollingerRSIStrategy,BTCUSDT,32,16,16,0.5000,-7.8048,-0.2500,8.4374,-0.2895,0.6000,-1.1000
BollingerRSIStrategy,BTCUSDT,32,16,16,0.5000,-7.8048,-0.2500,8.4374,-0.2895,0.6000,-1.1000
BollingerRSIStrategy,AVAXUSDT,36,12,24,0.3333,-7.8561,-0.2192,8.6851,-0.1729,1.6000,-1.1000
BollingerRSIStrategy,AVAXUSDT,36,12,24,0.3333,-7.8561,-0.2192,8.6851,-0.1729,1.6000,-1.1000
BollingerRSIStrategy,AVAXUSDT,36,12,24,0.3333,-7.8561,-0.2192,8.6851,-0.1729,1.6000,-1.1000
BollingerRSIStrategy,BTCUSDT,35,8,27,0.2286,-7.9543,-0.2343,8.3156,-0.3437,1.0000,-0.6000
BollingerRSIStrategy,BTCUSDT,35,8,27,0.2286,-7.9543,-0.2343,8.3156,-0.3437,1.0000,-0.6000
BollingerRSIStrategy,XRPUSDT,35,11,24,0.3143,-7.9942,-0.2343,9.2539,-0.2763,1.0000,-0.8000
BollingerRSIStrategy,XRPUSDT,35,11,24,0.3143,-7.9942,-0.2343,9.2539,-0.2763,1.0000,-0.8000
BollingerRSIStrategy,XRPUSDT,35,11,24,0.3143,-7.9942,-0.2343,9.2539,-0.2763,1.0000,-0.8000
BollingerRSIStrategy,XRPUSDT,38,12,26,0.3158,-8.1198,-0.2211,8.1198,-0.3910,0.6000,-0.6000
BollingerRSIStrategy,XRPUSDT,38,12,26,0.3158,-8.1198,-0.2211,8.1198,-0.3910,0.6000,-0.6000
BollingerRSIStrategy,XRPUSDT,38,12,26,0.3158,-8.1198,-0.2211,8.1198,-0.3910,0.6000,-0.6000
BollingerRSIStrategy,DOGEUSDT,40,17,23,0.4250,-8.1714,-0.2075,12.2392,-0.1974,1.0000,-1.1000
BollingerRSIStrategy,DOGEUSDT,40,17,23,0.4250,-8.1714,-0.2075,12.2392,-0.1974,1.0000,-1.1000
BollingerRSIStrategy,DOGEUSDT,40,17,23,0.4250,-8.1714,-0.2075,12.2392,-0.1974,1.0000,-1.1000
BollingerRSIStrategy,DOGEUSDT,44,19,25,0.4318,-8.3456,-0.1955,10.3139,-0.2786,0.6000,-0.8000
BollingerRSIStrategy,DOGEUSDT,44,19,25,0.4318,-8.3456,-0.1955,10.3139,-0.2786,0.6000,-0.8000
BollingerRSIStrategy,DOGEUSDT,44,19,25,0.4318,-8.3456,-0.1955,10.3139,-0.2786,0.6000,-0.8000
BollingerRSIStrategy,BTCUSDT,35,8,27,0.2286,-8.3478,-0.2466,8.7075,-0.3724,1.0000,-0.6000
BollingerRSIStrategy,LINKUSDT,36,18,18,0.5000,-8.7365,-0.2500,9.2809,-0.2900,0.6000,-1.1000
BollingerRSIStrategy,LINKUSDT,36,18,18,0.5000,-8.7365,-0.2500,9.2809,-0.2900,0.6000,-1.1000
BollingerRSIStrategy,LINKUSDT,36,18,18,0.5000,-8.7365,-0.2500,9.2809,-0.2900,0.6000,-1.1000
BollingerRSIStrategy,BTCUSDT,34,5,29,0.1471,-9.0770,-0.2765,9.0770,-0.3496,1.6000,-0.6000
BollingerRSIStrategy,BTCUSDT,34,5,29,0.1471,-9.0770,-0.2765,9.0770,-0.3496,1.6000,-0.6000
BollingerRSIStrategy,XRPUSDT,35,17,18,0.4857,-9.2809,-0.2743,12.1130,-0.3182,0.6000,-1.1000
BollingerRSIStrategy,XRPUSDT,35,17,18,0.4857,-9.2809,-0.2743,12.1130,-0.3182,0.6000,-1.1000
BollingerRSIStrategy,XRPUSDT,35,17,18,0.4857,-9.2809,-0.2743,12.1130,-0.3182,0.6000,-1.1000
BollingerRSIStrategy,SOLUSDT,30,6,24,0.2000,-9.2927,-0.3200,9.2927,-0.3277,1.6000,-0.8000
BollingerRSIStrategy,SOLUSDT,30,6,24,0.2000,-9.2927,-0.3200,9.2927,-0.3277,1.6000,-0.8000
BollingerRSIStrategy,SOLUSDT,30,6,24,0.2000,-9.2927,-0.3200,9.2927,-0.3277,1.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,44,10,34,0.2273,-9.6153,-0.2273,11.5671,-0.3362,1.0000,-0.6000
BollingerRSIStrategy,MATICUSDT,44,10,34,0.2273,-9.6153,-0.2273,11.5671,-0.3362,1.0000,-0.6000
BollingerRSIStrategy,MATICUSDT,44,10,34,0.2273,-9.6153,-0.2273,11.5671,-0.3362,1.0000,-0.6000
BollingerRSIStrategy,AVAXUSDT,41,9,32,0.2195,-9.7896,-0.2488,10.6828,-0.3710,1.0000,-0.6000
BollingerRSIStrategy,AVAXUSDT,41,9,32,0.2195,-9.7896,-0.2488,10.6828,-0.3710,1.0000,-0.6000
BollingerRSIStrategy,AVAXUSDT,41,9,32,0.2195,-9.7896,-0.2488,10.6828,-0.3710,1.0000,-0.6000
BollingerRSIStrategy,MATICUSDT,45,18,27,0.4000,-9.8018,-0.2267,10.5127,-0.3293,0.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,45,18,27,0.4000,-9.8018,-0.2267,10.5127,-0.3293,0.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,45,18,27,0.4000,-9.8018,-0.2267,10.5127,-0.3293,0.6000,-0.8000
BollingerRSIStrategy,BTCUSDT,34,5,29,0.1471,-10.0003,-0.3068,10.0003,-0.4177,1.6000,-0.6000
BollingerRSIStrategy,SOLUSDT,28,8,20,0.2857,-10.1628,-0.3752,10.1628,-0.3152,1.6000,-1.1000
BollingerRSIStrategy,LINKUSDT,36,14,22,0.3889,-10.3197,-0.2970,11.1645,-0.2900,1.0000,-1.1000
BollingerRSIStrategy,LINKUSDT,36,14,22,0.3889,-10.3197,-0.2970,11.1645,-0.2900,1.0000,-1.1000
BollingerRSIStrategy,LINKUSDT,36,14,22,0.3889,-10.3197,-0.2970,11.1645,-0.2900,1.0000,-1.1000
BollingerRSIStrategy,SOLUSDT,33,4,29,0.1212,-10.5089,-0.3333,10.5089,-0.4572,1.6000,-0.6000
BollingerRSIStrategy,SOLUSDT,33,4,29,0.1212,-10.5089,-0.3333,10.5089,-0.4572,1.6000,-0.6000
BollingerRSIStrategy,SOLUSDT,33,4,29,0.1212,-10.5089,-0.3333,10.5089,-0.4572,1.6000,-0.6000
BollingerRSIStrategy,LINKUSDT,36,11,25,0.3056,-10.6602,-0.3053,11.5385,-0.2487,1.6000,-1.1000
BollingerRSIStrategy,LINKUSDT,36,11,25,0.3056,-10.6602,-0.3053,11.5385,-0.2487,1.6000,-1.1000
BollingerRSIStrategy,LINKUSDT,36,11,25,0.3056,-10.6602,-0.3053,11.5385,-0.2487,1.6000,-1.1000
BollingerRSIStrategy,XRPUSDT,37,5,32,0.1351,-10.7038,-0.3027,12.2555,-0.3970,1.6000,-0.6000
BollingerRSIStrategy,XRPUSDT,37,5,32,0.1351,-10.7038,-0.3027,12.2555,-0.3970,1.6000,-0.6000
BollingerRSIStrategy,XRPUSDT,37,5,32,0.1351,-10.7038,-0.3027,12.2555,-0.3970,1.6000,-0.6000
BollingerRSIStrategy,AVAXUSDT,41,11,30,0.2683,-10.8402,-0.2780,11.3719,-0.5165,0.6000,-0.6000
BollingerRSIStrategy,AVAXUSDT,41,11,30,0.2683,-10.8402,-0.2780,11.3719,-0.5165,0.6000,-0.6000
BollingerRSIStrategy,AVAXUSDT,41,11,30,0.2683,-10.8402,-0.2780,11.3719,-0.5165,0.6000,-0.6000
BollingerRSIStrategy,AVAXUSDT,40,6,34,0.1500,-10.9713,-0.2873,11.7722,-0.3777,1.6000,-0.6000
BollingerRSIStrategy,AVAXUSDT,40,6,34,0.1500,-10.9713,-0.2873,11.7722,-0.3777,1.6000,-0.6000
BollingerRSIStrategy,AVAXUSDT,40,6,34,0.1500,-10.9713,-0.2873,11.7722,-0.3777,1.6000,-0.6000
BollingerRSIStrategy,XRPUSDT,30,8,22,0.2667,-10.9840,-0.3800,13.2251,-0.3129,1.6000,-1.1000
BollingerRSIStrategy,XRPUSDT,30,8,22,0.2667,-10.9840,-0.3800,13.2251,-0.3129,1.6000,-1.1000
BollingerRSIStrategy,XRPUSDT,30,8,22,0.2667,-10.9840,-0.3800,13.2251,-0.3129,1.6000,-1.1000
BollingerRSIStrategy,XRPUSDT,38,7,31,0.1842,-11.0333,-0.3053,11.3612,-0.4856,1.0000,-0.6000
BollingerRSIStrategy,XRPUSDT,38,7,31,0.1842,-11.0333,-0.3053,11.3612,-0.4856,1.0000,-0.6000
BollingerRSIStrategy,XRPUSDT,38,7,31,0.1842,-11.0333,-0.3053,11.3612,-0.4856,1.0000,-0.6000
BollingerRSIStrategy,DOGEUSDT,42,9,33,0.2143,-11.1616,-0.2766,12.5607,-0.2784,1.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,44,21,23,0.4773,-11.2831,-0.2682,11.8122,-0.3156,0.6000,-1.1000
BollingerRSIStrategy,MATICUSDT,44,21,23,0.4773,-11.2831,-0.2682,11.8122,-0.3156,0.6000,-1.1000
BollingerRSIStrategy,MATICUSDT,44,21,23,0.4773,-11.2831,-0.2682,11.8122,-0.3156,0.6000,-1.1000
BollingerRSIStrategy,ETHUSDT,42,11,31,0.2619,-11.3751,-0.2857,11.3751,-0.5350,0.6000,-0.6000
BollingerRSIStrategy,ETHUSDT,42,11,31,0.2619,-11.3751,-0.2857,11.3751,-0.5350,0.6000,-0.6000
BollingerRSIStrategy,ETHUSDT,42,11,31,0.2619,-11.3751,-0.2857,11.3751,-0.5350,0.6000,-0.6000
BollingerRSIStrategy,AVAXUSDT,38,8,30,0.2105,-11.3802,-0.3130,12.1774,-0.3254,1.6000,-0.8000
BollingerRSIStrategy,AVAXUSDT,38,8,30,0.2105,-11.3802,-0.3130,12.1774,-0.3254,1.6000,-0.8000
BollingerRSIStrategy,AVAXUSDT,38,8,30,0.2105,-11.3802,-0.3130,12.1774,-0.3254,1.6000,-0.8000
BollingerRSIStrategy,ETHUSDT,42,6,36,0.1429,-11.4330,-0.2857,11.4330,-0.3667,1.6000,-0.6000
BollingerRSIStrategy,ETHUSDT,42,6,36,0.1429,-11.4330,-0.2857,11.4330,-0.3667,1.6000,-0.6000
BollingerRSIStrategy,ETHUSDT,42,6,36,0.1429,-11.4330,-0.2857,11.4330,-0.3667,1.6000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,7,32,0.1795,-11.5671,-0.3128,11.5671,-0.5029,1.0000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,7,32,0.1795,-11.5671,-0.3128,11.5671,-0.5029,1.0000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,7,32,0.1795,-11.5671,-0.3128,11.5671,-0.5029,1.0000,-0.6000
BollingerRSIStrategy,LINKUSDT,38,13,25,0.3421,-11.5769,-0.3211,12.1043,-0.4770,0.6000,-0.8000
BollingerRSIStrategy,LINKUSDT,38,13,25,0.3421,-11.5769,-0.3211,12.1043,-0.4770,0.6000,-0.8000
BollingerRSIStrategy,LINKUSDT,38,13,25,0.3421,-11.5769,-0.3211,12.1043,-0.4770,0.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,43,9,34,0.2093,-11.6800,-0.2837,13.0709,-0.2881,1.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,43,9,34,0.2093,-11.6800,-0.2837,13.0709,-0.2881,1.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,43,9,34,0.2093,-11.6800,-0.2837,13.0709,-0.2881,1.6000,-0.8000
BollingerRSIStrategy,ETHUSDT,42,8,34,0.1905,-11.7514,-0.2952,11.7514,-0.4643,1.0000,-0.6000
BollingerRSIStrategy,ETHUSDT,42,8,34,0.1905,-11.7514,-0.2952,11.7514,-0.4643,1.0000,-0.6000
BollingerRSIStrategy,ETHUSDT,42,8,34,0.1905,-11.7514,-0.2952,11.7514,-0.4643,1.0000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,5,34,0.1282,-11.7722,-0.3179,11.7722,-0.4267,1.6000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,5,34,0.1282,-11.7722,-0.3179,11.7722,-0.4267,1.6000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,5,34,0.1282,-11.7722,-0.3179,11.7722,-0.4267,1.6000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,9,30,0.2308,-11.9005,-0.3231,11.9005,-0.6308,0.6000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,9,30,0.2308,-11.9005,-0.3231,11.9005,-0.6308,0.6000,-0.6000
BollingerRSIStrategy,LINKUSDT,39,9,30,0.2308,-11.9005,-0.3231,11.9005,-0.6308,0.6000,-0.6000
BollingerRSIStrategy,DOGEUSDT,41,19,22,0.4634,-12.1625,-0.3122,14.4714,-0.3638,0.6000,-1.1000
BollingerRSIStrategy,DOGEUSDT,41,19,22,0.4634,-12.1625,-0.3122,14.4714,-0.3638,0.6000,-1.1000
BollingerRSIStrategy,DOGEUSDT,41,19,22,0.4634,-12.1625,-0.3122,14.4714,-0.3638,0.6000,-1.1000
BollingerRSIStrategy,LINKUSDT,38,10,28,0.2632,-12.2151,-0.3393,12.6588,-0.4321,1.0000,-0.8000
BollingerRSIStrategy,LINKUSDT,38,10,28,0.2632,-12.2151,-0.3393,12.6588,-0.4321,1.0000,-0.8000
BollingerRSIStrategy,LINKUSDT,38,10,28,0.2632,-12.2151,-0.3393,12.6588,-0.4321,1.0000,-0.8000
BollingerRSIStrategy,DOGEUSDT,44,6,38,0.1364,-12.4926,-0.3000,13.8707,-0.3928,1.6000,-0.6000
BollingerRSIStrategy,DOGEUSDT,44,6,38,0.1364,-12.4926,-0.3000,13.8707,-0.3928,1.6000,-0.6000
BollingerRSIStrategy,DOGEUSDT,44,6,38,0.1364,-12.4926,-0.3000,13.8707,-0.3928,1.6000,-0.6000
BollingerRSIStrategy,SOLUSDT,27,6,21,0.2222,-12.8064,-0.5000,12.8064,-0.4371,1.6000,-1.1000
BollingerRSIStrategy,SOLUSDT,27,6,21,0.2222,-12.8064,-0.5000,12.8064,-0.4371,1.6000,-1.1000
BollingerRSIStrategy,AVAXUSDT,39,14,25,0.3590,-12.8221,-0.3462,13.6852,-0.3392,1.0000,-1.1000
BollingerRSIStrategy,AVAXUSDT,39,14,25,0.3590,-12.8221,-0.3462,13.6852,-0.3392,1.0000,-1.1000
BollingerRSIStrategy,AVAXUSDT,39,14,25,0.3590,-12.8221,-0.3462,13.6852,-0.3392,1.0000,-1.1000
BollingerRSIStrategy,DOGEUSDT,41,8,33,0.1951,-12.8967,-0.3317,14.2684,-0.3445,1.6000,-0.8000
BollingerRSIStrategy,DOGEUSDT,41,8,33,0.1951,-12.8967,-0.3317,14.2684,-0.3445,1.6000,-0.8000
BollingerRSIStrategy,AVAXUSDT,40,10,30,0.2500,-13.1912,-0.3500,14.0507,-0.4434,1.0000,-0.8000
BollingerRSIStrategy,AVAXUSDT,40,10,30,0.2500,-13.1912,-0.3500,14.0507,-0.4434,1.0000,-0.8000
BollingerRSIStrategy,AVAXUSDT,40,10,30,0.2500,-13.1912,-0.3500,14.0507,-0.4434,1.0000,-0.8000
BollingerRSIStrategy,MATICUSDT,43,11,32,0.2558,-13.1984,-0.3256,14.9016,-0.4113,1.0000,-0.8000
BollingerRSIStrategy,MATICUSDT,43,11,32,0.2558,-13.1984,-0.3256,14.9016,-0.4113,1.0000,-0.8000
BollingerRSIStrategy,MATICUSDT,43,11,32,0.2558,-13.1984,-0.3256,14.9016,-0.4113,1.0000,-0.8000
BollingerRSIStrategy,XRPUSDT,34,11,23,0.3235,-13.4933,-0.4206,14.3498,-0.4218,1.0000,-1.1000
BollingerRSIStrategy,XRPUSDT,34,11,23,0.3235,-13.4933,-0.4206,14.3498,-0.4218,1.0000,-1.1000
BollingerRSIStrategy,XRPUSDT,34,11,23,0.3235,-13.4933,-0.4206,14.3498,-0.4218,1.0000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,12,25,0.3243,-14.0405,-0.4033,14.0405,-0.4073,1.0000,-1.1000
BollingerRSIStrategy,AVAXUSDT,40,12,28,0.3000,-14.1970,-0.3800,14.7087,-0.5849,0.6000,-0.8000
BollingerRSIStrategy,AVAXUSDT,40,12,28,0.3000,-14.1970,-0.3800,14.7087,-0.5849,0.6000,-0.8000
BollingerRSIStrategy,AVAXUSDT,40,12,28,0.3000,-14.1970,-0.3800,14.7087,-0.5849,0.6000,-0.8000
BollingerRSIStrategy,ETHUSDT,37,10,27,0.2703,-14.5337,-0.4216,14.5337,-0.6689,0.6000,-0.8000
BollingerRSIStrategy,ETHUSDT,37,10,27,0.2703,-14.5337,-0.4216,14.5337,-0.6689,0.6000,-0.8000
BollingerRSIStrategy,ETHUSDT,37,10,27,0.2703,-14.5337,-0.4216,14.5337,-0.6689,0.6000,-0.8000
BollingerRSIStrategy,ETHUSDT,37,12,25,0.3243,-14.5398,-0.4189,14.5398,-0.4203,1.0000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,12,25,0.3243,-14.5398,-0.4189,14.5398,-0.4203,1.0000,-1.1000
BollingerRSIStrategy,AVAXUSDT,39,16,23,0.4103,-14.6738,-0.4026,15.1827,-0.4752,0.6000,-1.1000
BollingerRSIStrategy,AVAXUSDT,39,16,23,0.4103,-14.6738,-0.4026,15.1827,-0.4752,0.6000,-1.1000
BollingerRSIStrategy,AVAXUSDT,39,16,23,0.4103,-14.6738,-0.4026,15.1827,-0.4752,0.6000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,9,28,0.2432,-14.8726,-0.4276,14.8726,-0.3657,1.6000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,9,28,0.2432,-15.3670,-0.4432,15.3670,-0.3774,1.6000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,9,28,0.2432,-15.3670,-0.4432,15.3670,-0.3774,1.6000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,7,30,0.1892,-15.7442,-0.4595,15.7442,-0.6429,1.0000,-0.8000
BollingerRSIStrategy,ETHUSDT,37,7,30,0.1892,-15.7442,-0.4595,15.7442,-0.6429,1.0000,-0.8000
BollingerRSIStrategy,ETHUSDT,37,7,30,0.1892,-15.7442,-0.4595,15.7442,-0.6429,1.0000,-0.8000
BollingerRSIStrategy,LINKUSDT,38,6,32,0.1579,-15.8522,-0.4498,16.2775,-0.5381,1.6000,-0.8000
BollingerRSIStrategy,LINKUSDT,38,6,32,0.1579,-15.8522,-0.4498,16.2775,-0.5381,1.6000,-0.8000
BollingerRSIStrategy,LINKUSDT,38,6,32,0.1579,-15.8522,-0.4498,16.2775,-0.5381,1.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,41,10,31,0.2439,-16.0624,-0.4195,17.3843,-0.3587,1.6000,-1.1000
BollingerRSIStrategy,MATICUSDT,41,10,31,0.2439,-16.0624,-0.4195,17.3843,-0.3587,1.6000,-1.1000
BollingerRSIStrategy,MATICUSDT,41,10,31,0.2439,-16.0624,-0.4195,17.3843,-0.3587,1.6000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,5,32,0.1351,-16.2775,-0.4757,16.2775,-0.5719,1.6000,-0.8000
BollingerRSIStrategy,ETHUSDT,37,5,32,0.1351,-16.2775,-0.4757,16.2775,-0.5719,1.6000,-0.8000
BollingerRSIStrategy,ETHUSDT,37,5,32,0.1351,-16.2775,-0.4757,16.2775,-0.5719,1.6000,-0.8000
BollingerRSIStrategy,MATICUSDT,42,13,29,0.3095,-16.6694,-0.4286,18.0567,-0.4383,1.0000,-1.1000
BollingerRSIStrategy,MATICUSDT,42,13,29,0.3095,-16.6694,-0.4286,18.0567,-0.4383,1.0000,-1.1000
BollingerRSIStrategy,MATICUSDT,42,13,29,0.3095,-16.6694,-0.4286,18.0567,-0.4383,1.0000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,13,24,0.3514,-17.1133,-0.5027,17.1133,-0.6110,0.6000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,13,24,0.3514,-17.1133,-0.5027,17.1133,-0.6110,0.6000,-1.1000
BollingerRSIStrategy,ETHUSDT,37,13,24,0.3514,-17.1133,-0.5027,17.1133,-0.6110,0.6000,-1.1000
